track_id,frame_id,idx_kp
1764,17,1144
1764,18,1141
1764,19,1150
1765,3,1422
1765,4,1477
1765,5,1511
1765,6,1588
1765,7,1542
1765,8,1558
1765,9,1551
1765,10,1544
1765,11,566
1765,12,548
1766,3,1425
1766,4,1479
1767,3,1439
1767,4,1444
1768,3,1448
1768,4,398
1768,5,344
1769,3,1453
1769,4,656
1769,5,427
1770,4,10
1770,5,693
1770,6,443
1771,4,12
1771,5,475
1772,4,15
1772,5,1172
1772,6,1222
1773,4,26
1773,5,271
1773,6,262
1774,4,35
1774,5,1159
1774,6,331
1775,4,51
1775,5,999
1775,6,1036
1776,4,55
1776,5,5
1777,4,56
1777,5,6
1778,4,58
1778,5,48
1779,4,66
1779,5,15
1779,6,1332
1779,7,1307
1780,4,74
1780,5,14
1781,4,75
1781,5,42
1782,4,81
1782,5,657
1783,4,86
1783,5,52
1783,6,39
1783,7,32
1783,8,26
1784,4,92
1784,5,658
1785,4,107
1785,5,68
1785,6,59
1785,7,55
1785,8,41
1785,9,42
1785,10,282
1786,4,108
1786,5,70
1786,6,64
1787,4,112
1787,5,75
1788,4,115
1788,5,50
1789,4,116
1789,5,78
1790,4,128
1790,5,93
1791,4,137
1791,5,842
1791,6,854
1791,7,18
1791,8,847
1792,4,138
1792,5,71
1792,6,33
1792,7,1249
1793,4,140
1793,5,104
1793,6,97
1793,7,90
1794,4,144
1794,5,90
1795,4,148
1795,5,95
1795,6,48
1795,7,13
1795,8,869
1795,9,865
1796,4,149
1796,5,108
1796,6,100
1796,7,98
1796,8,91
1796,9,82
1796,10,71
1796,11,42
1797,4,154
1797,5,114
1798,4,155
1798,5,172
1799,4,156
1799,5,82
1800,4,163
1800,5,103
1801,4,169
1801,5,124
1801,6,111
1801,7,111
1801,8,97
1801,9,91
1802,4,172
1802,5,128
1803,4,180
1803,5,130
1803,6,114
1803,7,115
1803,8,109
1803,9,95
1803,10,82
1803,11,53
1803,12,28
1803,13,10
1804,4,192
1804,5,144
1805,4,193
1805,5,142
1805,6,129
1806,4,195
1806,5,146
1806,6,134
1806,7,134
1806,8,123
1806,9,114
1806,10,100
1807,4,207
1807,5,153
1807,6,145
1808,4,208
1808,5,158
1808,6,40
1808,7,36
1809,4,209
1809,5,159
1810,4,213
1810,5,161
1811,4,221
1811,5,168
1811,6,162
1812,4,231
1812,5,189
1812,6,180
1812,7,173
1812,8,160
1813,4,233
1813,5,192
1814,4,239
1814,5,194
1814,6,756
1815,4,249
1815,5,200
1816,4,253
1816,5,201
1817,4,254
1817,5,166
1817,6,117
1817,7,94
1818,4,256
1818,5,203
1819,4,261
1819,5,206
1820,4,264
1820,5,210
1821,4,271
1821,5,191
1821,6,131
1822,4,272
1822,5,216
1822,6,195
1823,4,274
1823,5,293
1823,6,290
1823,7,287
1824,4,282
1824,5,226
1825,4,288
1825,5,232
1826,4,291
1826,5,240
1827,4,300
1827,5,246
1827,6,234
1827,7,236
1828,4,306
1828,5,254
1828,6,241
1828,7,242
1828,8,225
1829,4,316
1829,5,263
1829,6,256
1829,7,255
1829,8,241
1830,4,317
1830,5,265
1831,4,318
1831,5,267
1831,6,260
1831,7,259
1831,8,244
1832,4,320
1832,5,273
1832,6,265
1832,7,261
1832,8,245
1833,4,321
1833,5,275
1833,6,266
1833,7,263
1833,8,250
1833,9,236
1833,10,216
1833,11,188
1833,12,155
1834,4,323
1834,5,274
1834,6,264
1834,7,260
1834,8,243
1835,4,326
1835,5,280
1835,6,273
1836,4,338
1836,5,259
1836,6,207
1836,7,1576
1837,4,342
1837,5,294
1837,6,295
1837,7,293
1838,4,344
1838,5,299
1838,6,299
1838,7,299
1838,8,282
1838,9,263
1838,10,245
1838,11,221
1838,12,186
1838,13,155
1838,14,124
1838,15,586
1838,16,519
1838,17,504
1838,18,466
1838,19,435
1839,4,349
1839,5,305
1839,6,307
1840,4,354
1840,5,310
1841,4,364
1841,5,287
1841,6,249
1842,4,375
1842,5,328
1842,6,335
1842,7,325
1842,8,309
1843,4,393
1843,5,350
1843,6,353
1843,7,343
1843,8,333
1843,9,308
1844,4,397
1844,5,353
1844,6,360
1844,7,346
1844,8,338
1844,9,312
1845,4,400
1845,5,355
1845,6,359
1845,7,345
1846,4,407
1846,5,339
1846,6,316
1846,7,278
1846,8,233
1847,4,408
1847,5,362
1847,6,376
1847,7,363
1847,8,354
1847,9,327
1847,10,318
1847,11,284
1848,4,410
1848,5,340
1848,6,315
1849,4,412
1849,5,365
1850,4,419
1850,5,372
1850,6,388
1850,7,1216
1850,8,1227
1850,9,1197
1851,4,428
1851,5,383
1851,6,396
1851,7,382
1851,8,369
1852,4,432
1852,5,385
1852,6,400
1853,4,436
1853,5,139
1853,6,123
1854,4,438
1854,5,373
1854,6,366
1855,4,440
1855,5,393
1855,6,408
1855,7,446
1855,8,440
1855,9,496
1856,4,452
1856,5,406
1857,4,463
1857,5,463
1857,6,1074
1857,7,1061
1857,8,1068
1857,9,1049
1857,10,1031
1858,4,474
1858,5,430
1859,4,482
1859,5,448
1859,6,454
1859,7,434
1860,4,490
1860,5,1154
1860,6,1204
1860,7,1174
1860,8,1177
1860,9,1155
1860,10,1152
1860,11,1128
1860,12,1136
1860,13,1126
1860,14,1131
1860,15,1168
1860,16,1198
1860,17,1180
1860,18,1180
1861,4,494
1861,5,465
1861,6,471
1861,7,462
1861,8,457
1862,4,511
1862,5,479
1862,6,484
1862,7,474
1862,8,470
1863,4,515
1863,5,483
1864,4,518
1864,5,485
1865,4,525
1865,5,488
1866,4,530
1866,5,500
1866,6,1065
1866,7,1054
1866,8,1060
1866,9,1041
1866,10,1024
1866,11,1014
1866,12,1018
1866,13,1021
1866,14,1017
1867,4,532
1867,5,495
1867,6,500
1867,7,493
1867,8,491
1867,9,471
1867,10,482
1867,11,455
1867,12,411
1867,13,388
1867,14,345
1867,15,344
1867,16,269
1868,4,536
1868,5,503
1869,4,538
1869,5,506
1869,6,509
1869,7,502
1870,4,542
1870,5,512
1870,6,182
1871,4,543
1871,5,513
1871,6,514
1872,4,546
1872,5,517
1873,4,556
1873,5,501
1874,4,557
1874,5,533
1875,4,559
1875,5,534
1875,6,531
1876,4,566
1876,5,543
1876,6,547
1877,4,570
1877,5,544
1877,6,545
1877,7,542
1878,4,572
1878,5,546
1878,6,550
1879,4,575
1879,5,547
1879,6,551
1879,7,550
1879,8,547
1880,4,576
1880,5,548
1880,6,552
1880,7,513
1880,8,1241
1880,9,1252
1881,4,588
1881,5,540
1882,4,603
1882,5,583
1882,6,604
1882,7,589
1882,8,589
1882,9,575
1882,10,565
1882,11,546
1883,4,604
1883,5,584
1884,4,617
1884,5,593
1884,6,399
1885,4,622
1885,5,585
1885,6,581
1886,4,628
1886,5,600
1887,4,632
1887,5,605
1887,6,626
1887,7,1092
1887,8,1102
1887,9,1080
1887,10,1066
1888,4,633
1888,5,608
1888,6,627
1889,4,639
1889,5,779
1890,4,645
1890,5,624
1890,6,644
1890,7,630
1890,8,634
1890,9,617
1891,4,646
1891,5,622
1892,4,652
1892,5,635
1892,6,662
1892,7,654
1893,4,654
1893,5,632
1893,6,659
1893,7,649
1894,4,664
1894,5,645
1894,6,672
1894,7,662
1895,4,669
1895,5,515
1896,4,670
1896,5,650
1897,4,677
1897,5,1220
1897,6,686
1897,7,683
1897,8,678
1897,9,658
1897,10,654
1897,11,626
1898,4,682
1898,5,669
1898,6,689
1899,4,686
1899,5,675
1900,4,689
1900,5,678
1901,4,698
1901,5,686
1901,6,706
1901,7,698
1901,8,699
1902,4,703
1902,5,691
1903,4,706
1903,5,688
1903,6,707
1903,7,699
1903,8,696
1903,9,669
1903,10,669
1903,11,1185
1903,12,1248
1903,13,1242
1903,14,564
1904,4,707
1904,5,689
1904,6,708
1904,7,700
1904,8,697
1904,9,670
1904,10,670
1904,11,613
1904,12,620
1905,4,711
1905,5,701
1905,6,718
1905,7,714
1905,8,716
1905,9,695
1905,10,695
1906,4,712
1906,5,703
1906,6,122
1906,7,715
1906,8,717
1906,9,696
1906,10,696
1906,11,667
1906,12,663
1906,13,645
1906,14,608
1906,15,646
1906,16,593
1906,17,588
1906,18,540
1907,4,714
1907,5,704
1908,4,716
1908,5,708
1908,6,720
1908,7,718
1909,4,724
1909,5,32
1909,6,28
1909,7,16
1909,8,16
1910,4,731
1910,5,720
1910,6,732
1911,4,733
1911,5,723
1911,6,738
1912,4,742
1912,5,733
1913,4,749
1913,5,737
1914,4,754
1914,5,743
1914,6,766
1914,7,755
1915,4,761
1915,5,751
1915,6,772
1915,7,764
1915,8,764
1915,9,754
1915,10,745
1915,11,788
1916,4,768
1916,5,759
1917,4,771
1917,5,764
1917,6,785
1917,7,775
1917,8,895
1917,9,767
1918,4,780
1918,5,774
1918,6,790
1918,7,781
1918,8,779
1918,9,776
1918,10,343
1919,4,782
1919,5,783
1919,6,796
1919,7,790
1919,8,787
1920,4,784
1920,5,785
1920,6,496
1920,7,793
1920,8,790
1920,9,783
1920,10,768
1921,4,785
1921,5,787
1921,6,797
1921,7,792
1921,8,789
1921,9,782
1922,4,792
1922,5,797
1923,4,794
1923,5,799
1924,4,798
1924,5,803
1924,6,811
1924,7,212
1924,8,200
1924,9,182
1925,4,799
1925,5,1414
1925,6,1476
1925,7,1444
1926,4,806
1926,5,360
1926,6,367
1927,4,808
1927,5,809
1928,4,814
1928,5,814
1928,6,666
1928,7,819
1928,8,818
1928,9,814
1928,10,801
1928,11,774
1928,12,773
1928,13,749
1928,14,725
1928,15,770
1928,16,720
1928,17,708
1928,18,673
1928,19,680
1929,4,817
1929,5,838
1929,6,827
1929,7,821
1929,8,820
1929,9,815
1929,10,803
1930,4,819
1930,5,818
1930,6,832
1931,4,821
1931,5,824
1932,4,824
1932,5,826
1933,4,831
1933,5,835
1933,6,828
1934,4,834
1934,5,839
1934,6,866
1935,4,835
1935,5,840
1935,6,852
1935,7,842
1936,4,853
1936,5,870
1936,6,882
1936,7,870
1936,8,876
1936,9,871
1936,10,853
1937,4,856
1937,5,871
1938,4,857
1938,5,874
1938,6,887
1938,7,873
1939,4,867
1939,5,885
1939,6,895
1940,4,870
1940,5,888
1941,4,873
1941,5,891
1941,6,906
1941,7,892
1942,4,882
1942,5,895
1942,6,914
1942,7,898
1943,4,890
1943,5,732
1943,6,750
1944,4,896
1944,5,909
1944,6,929
1944,7,917
1944,8,920
1944,9,919
1945,4,899
1945,5,912
1946,4,915
1946,5,932
1947,4,933
1947,5,954
1947,6,980
1948,4,935
1948,5,950
1948,6,1140
1949,4,939
1949,5,952
1950,4,940
1950,5,955
1950,6,977
1950,7,966
1950,8,975
1950,9,964
1950,10,943
1951,4,942
1951,5,958
1951,6,981
1951,7,967
1952,4,945
1952,5,966
1952,6,991
1952,7,979
1952,8,985
1952,9,977
1953,4,948
1953,5,989
1953,6,1027
1954,4,952
1954,5,979
1955,4,953
1955,5,980
1956,4,957
1956,5,982
1956,6,1004
1956,7,994
1957,4,962
1957,5,987
1957,6,1006
1957,7,995
1958,4,968
1958,5,997
1959,4,971
1959,5,995
1959,6,1013
1959,7,1007
1959,8,1007
1959,9,894
1959,10,875
1959,11,851
1960,4,973
1960,5,1002
1960,6,1023
1960,7,1018
1960,8,1026
1960,9,1004
1960,10,988
1960,11,971
1960,12,972
1960,13,970
1960,14,955
1960,15,999
1960,16,988
1960,17,971
1960,18,960
1960,19,971
1961,4,977
1961,5,1006
1961,6,1029
1961,7,1023
1961,8,1047
1961,9,1024
1961,10,1008
1961,11,998
1961,12,999
1961,13,995
1961,14,990
1961,15,1031
1961,16,1024
1961,17,1016
1961,18,1005
1961,19,1013
1962,4,981
1962,5,1010
1962,6,1033
1963,4,982
1963,5,1011
1964,4,983
1964,5,1012
1964,6,1035
1964,7,1028
1965,4,993
1965,5,1044
1966,4,997
1966,5,1033
1967,4,1000
1967,5,1061
1968,4,1006
1968,5,1039
1968,6,1062
1968,7,1052
1968,8,1059
1969,4,1010
1969,5,1041
1969,6,1068
1969,7,1058
1969,8,1065
1969,9,1046
1970,4,1012
1970,5,1043
1970,6,1072
1971,4,1015
1971,5,1046
1972,4,1016
1972,5,1050
1972,6,1079
1972,7,1067
1972,8,1074
1972,9,1052
1972,10,1035
1972,11,1021
1972,12,1037
1972,13,1035
1973,4,1017
1973,5,1053
1973,6,1080
1974,4,1019
1974,5,1066
1975,4,1022
1975,5,1076
1976,4,1024
1976,5,1068
1976,6,1100
1977,4,1034
1977,5,1062
1977,6,1096
1978,4,1037
1978,5,1100
1979,4,1057
1979,5,920
1979,6,1209
1979,7,1219
1979,8,1297
1980,4,1059
1980,5,1092
1981,4,1066
1981,5,1101
1981,6,1555
1981,7,1513
1981,8,1526
1981,9,1514
1982,4,1069
1982,5,295
1982,6,291
1982,7,291
1983,4,1073
1983,5,1106
1983,6,1139
1983,7,1111
1983,8,1125
1984,4,1078
1984,5,179
1985,4,1083
1985,5,1113
1986,4,1088
1986,5,1116
1986,6,1151
1987,4,1096
1987,5,1123
1987,6,1160
1988,4,1101
1988,5,1131
1988,6,1166
1988,7,1138
1988,8,1149
1988,9,1128
1989,4,1107
1989,5,1136
1989,6,1171
1989,7,1142
1989,8,1151
1989,9,1129
1989,10,1123
1989,11,1105
1989,12,1109
1989,13,1100
1990,4,1108
1990,5,649
1991,4,1115
1991,5,1175
1991,6,1270
1991,7,1294
1991,8,1365
1991,9,1072
1992,4,1116
1992,5,1161
1992,6,1226
1992,7,1214
1992,8,1252
1992,9,1162
1993,4,1119
1993,5,1145
1993,6,1190
1993,7,1156
1993,8,1164
1993,9,1143
1993,10,1141
1993,11,1118
1993,12,1127
1993,13,1117
1994,4,1128
1994,5,1157
1994,6,1207
1995,4,1129
1995,5,683
1995,6,701
1996,4,1130
1996,5,682
1996,6,700
1997,4,1135
1997,5,1163
1997,6,1213
1997,7,1184
1997,8,1189
1997,9,1165
1997,10,1165
1997,11,1142
1997,12,1151
1997,13,1532
1998,4,1143
1998,5,1171
1998,6,1221
1999,4,1146
1999,5,1222
1999,6,1330
2000,4,1149
2000,5,1217
2000,6,1320
2000,7,1351
2001,4,1154
2001,5,1179
2001,6,1231
2001,7,1201
2001,8,1206
2002,4,1159
2002,5,1198
2002,6,1274
2002,7,1268
2003,4,1162
2003,5,1188
2003,6,1238
2004,4,1164
2004,5,951
2004,6,976
2004,7,965
2004,8,973
2004,9,962
2004,10,940
2004,11,923
2005,4,1165
2005,5,1190
2005,6,1240
2005,7,1212
2005,8,1222
2005,9,1193
2005,10,1194
2005,11,1173
2005,12,1187
2005,13,1156
2005,14,1159
2005,15,1203
2006,4,1170
2006,5,1197
2006,6,1248
2006,7,1225
2006,8,1234
2006,9,1205
2006,10,1204
2006,11,1192
2006,12,1210
2006,13,1175
2006,14,1179
2006,15,1229
2006,16,1275
2006,17,1247
2006,18,1255
2006,19,1277
2007,4,1173
2007,5,1200
2007,6,1251
2007,7,1227
2008,4,1176
2008,5,1537
2009,4,1182
2009,5,1209
2009,6,1262
2009,7,1083
2009,8,1514
2009,9,1494
2010,4,1185
2010,5,1212
2010,6,1264
2011,4,1196
2011,5,1228
2011,6,1279
2011,7,1250
2012,4,1205
2012,5,1279
2013,4,1207
2013,5,1235
2013,6,1286
2014,4,1210
2014,5,1238
2014,6,1289
2014,7,1260
2014,8,1285
2014,9,1248
2014,10,1249
2014,11,1233
2014,12,1259
2014,13,1217
2014,14,1235
2014,15,1273
2015,4,1213
2015,5,1240
2016,4,1219
2016,5,1104
2016,6,1186
2016,7,1195
2017,4,1221
2017,5,1246
2017,6,1299
2017,7,1101
2017,8,1113
2017,9,1094
2018,4,1222
2018,5,1248
2018,6,1303
2018,7,1060
2018,8,1067
2018,9,1048
2018,10,1030
2019,4,1223
2019,5,1250
2020,4,1224
2020,5,1255
2020,6,1306
2020,7,1282
2020,8,1308
2020,9,1274
2020,10,1265
2020,11,1254
2021,4,1225
2021,5,1254
2022,4,1233
2022,5,1262
2022,6,1316
2023,4,1238
2023,5,1267
2024,4,1239
2024,5,1268
2024,6,1323
2024,7,1296
2024,8,1317
2025,4,1244
2025,5,1273
2026,4,1247
2026,5,1276
2026,6,1329
2026,7,1305
2026,8,1322
2026,9,1302
2027,4,1255
2027,5,1344
2028,4,1261
2028,5,1289
2028,6,1487
2028,7,1450
2029,4,1274
2029,5,1303
2029,6,1356
2029,7,1336
2029,8,1349
2029,9,1326
2029,10,1312
2029,11,1307
2029,12,1337
2030,4,1277
2030,5,1352
2031,4,1281
2031,5,1305
2032,4,1282
2032,5,1308
2032,6,1360
2033,4,1287
2033,5,1310
2034,4,1290
2034,5,1313
2035,4,1291
2035,5,1314
2035,6,1364
2036,4,1301
2036,5,1330
2036,6,1390
2037,4,1305
2037,5,79
2037,6,70
2037,7,66
2037,8,54
2037,9,55
2037,10,765
2037,11,746
2037,12,745
2038,4,1311
2038,5,1338
2038,6,1399
2038,7,1362
2038,8,479
2038,9,456
2038,10,407
2038,11,362
2039,4,1313
2039,5,1340
2040,4,1314
2040,5,1341
2040,6,1403
2040,7,1367
2041,4,1326
2041,5,1353
2042,4,1350
2042,5,1380
2043,4,1355
2043,5,1397
2043,6,1482
2043,7,206
2043,8,193
2043,9,177
2043,10,163
2043,11,122
2043,12,110
2043,13,79
2044,4,1362
2044,5,1390
2045,4,1366
2045,5,1395
2046,4,1367
2046,5,1392
2046,6,254
2047,4,1371
2047,5,1400
2047,6,1461
2047,7,1429
2047,8,1451
2047,9,1428
2047,10,1433
2047,11,1405
2047,12,1439
2048,4,1372
2048,5,1403
2048,6,1467
2048,7,1434
2049,4,1384
2049,5,1421
2049,6,1491
2050,4,1385
2050,5,1423
2050,6,1493
2050,7,1466
2050,8,1479
2050,9,1465
2050,10,1466
2050,11,1430
2050,12,1479
2050,13,1417
2050,14,1470
2050,15,1514
2051,4,1387
2051,5,1487
2052,4,1390
2052,5,1425
2053,4,1399
2053,5,1408
2054,4,1400
2054,5,1437
2054,6,1509
2054,7,1481
2054,8,1490
2054,9,1476
2054,10,1473
2055,4,1401
2055,5,1323
2056,4,1403
2056,5,1439
2056,6,1511
2057,4,1407
2057,5,1442
2057,6,1512
2057,7,1482
2057,8,1486
2057,9,1471
2057,10,1467
2058,4,1409
2058,5,1443
2058,6,1520
2059,4,1410
2059,5,1447
2060,4,1412
2060,5,1449
2061,4,1413
2061,5,1450
2061,6,1521
2061,7,1484
2061,8,1489
2062,4,1420
2062,5,1456
2062,6,1533
2063,4,1428
2063,5,1428
2064,4,1429
2064,5,1469
2065,4,1432
2065,5,1471
2066,4,1433
2066,5,1470
2067,4,1435
2067,5,1473
2067,6,1548
2067,7,1507
2067,8,1441
2068,4,1451
2068,5,1484
2068,6,1557
2069,4,1454
2069,5,1475
2069,6,78
2069,7,109
2070,4,1455
2070,5,1510
2071,4,1460
2071,5,1490
2071,6,1567
2071,7,1521
2071,8,1541
2071,9,1532
2071,10,1521
2071,11,1485
2072,4,1465
2072,5,1495
2072,6,1573
2072,7,1527
2072,8,1548
2072,9,1539
2072,10,1530
2072,11,1488
2072,12,1532
2072,13,1479
2072,14,1537
2072,15,1574
2072,16,1628
2073,4,1469
2073,5,1498
2073,6,1576
2073,7,1530
2074,4,1475
2074,5,1507
2075,4,1476
2075,5,1512
2075,6,1587
2075,7,1543
2075,8,1559
2076,4,1480
2076,5,1514
2076,6,1591
2076,7,142
2077,4,1481
2077,5,1515
2077,6,1592
2078,4,1482
2078,5,1522
2078,6,1612
2078,7,1577
2079,4,1487
2079,5,1539
2079,6,1594
2080,4,1490
2080,5,1518
2080,6,1599
2080,7,1549
2080,8,1573
2080,9,1568
2080,10,1556
2080,11,1521
2080,12,1560
2080,13,1504
2080,14,1570
2080,15,1602
2080,16,1652
2080,17,1603
2080,18,1635
2080,19,1658
2081,4,1492
2081,5,1528
2082,4,1496
2082,5,1534
2083,4,1497
2083,5,1532
2084,4,1500
2084,5,1536
2084,6,1590
2084,7,1540
2084,8,1551
2084,9,1541
2084,10,1523
2085,4,1503
2085,5,1538
2086,5,20
2086,6,15
2087,5,21
2087,6,0
2088,5,23
2088,6,18
2089,5,27
2089,6,21
2090,5,31
2090,6,27
2090,7,14
2090,8,14
2090,9,18
2090,10,8
2091,5,33
2091,6,29
2091,7,17
2091,8,17
2091,9,21
2091,10,12
2091,11,0
2092,5,37
2092,6,31
2093,5,39
2093,6,32
2094,5,43
2094,6,12
2095,5,45
2095,6,19
2096,5,56
2096,6,23
2097,5,63
2097,6,53
2097,7,53
2098,5,66
2098,6,55
2099,5,76
2099,6,68
2099,7,65
2100,5,85
2100,6,43
2101,5,86
2101,6,44
2102,5,94
2102,6,83
2103,5,96
2103,6,82
2104,5,98
2104,6,86
2104,7,83
2104,8,77
2105,5,99
2105,6,85
2106,5,105
2106,6,81
2106,7,47
2107,5,107
2107,6,411
2108,5,109
2108,6,101
2108,7,99
2108,8,92
2108,9,83
2108,10,72
2108,11,43
2109,5,116
2109,6,105
2110,5,119
2110,6,108
2110,7,108
2110,8,96
2111,5,125
2111,6,112
2111,7,114
2112,5,143
2112,6,128
2113,5,145
2113,6,130
2113,7,129
2113,8,473
2113,9,449
2113,10,459
2113,11,429
2113,12,74
2114,5,147
2114,6,137
2114,7,133
2115,5,150
2115,6,141
2115,7,143
2115,8,132
2115,9,1187
2116,5,154
2116,6,151
2116,7,916
2116,8,919
2117,5,160
2117,6,152
2118,5,162
2118,6,154
2118,7,151
2118,8,143
2118,9,133
2118,10,120
2118,11,92
2118,12,77
2118,13,56
2118,14,28
2118,15,4
2118,16,1492
2119,5,163
2119,6,158
2119,7,153
2120,5,164
2120,6,159
2121,5,169
2121,6,120
2121,7,93
2122,5,170
2122,6,164
2123,5,175
2123,6,160
2124,5,176
2124,6,169
2125,5,180
2125,6,1559
2126,5,181
2126,6,125
2126,7,101
2126,8,63
2126,9,851
2127,5,184
2127,6,175
2128,5,185
2128,6,176
2129,5,186
2129,6,1341
2129,7,1191
2129,8,1200
2129,9,1174
2129,10,1176
2129,11,1151
2129,12,1168
2129,13,1143
2129,14,1148
2129,15,1192
2129,16,1235
2129,17,1210
2129,18,1215
2129,19,1237
2130,5,187
2130,6,177
2130,7,170
2131,5,205
2131,6,190
2131,7,185
2131,8,176
2131,9,161
2131,10,150
2132,5,207
2132,6,72
2133,5,209
2133,6,197
2133,7,194
2134,5,212
2134,6,587
2134,7,576
2135,5,213
2135,6,193
2136,5,214
2136,6,194
2136,7,191
2136,8,184
2136,9,167
2136,10,153
2136,11,120
2136,12,1131
2137,5,222
2137,6,210
2138,5,227
2138,6,217
2138,7,223
2138,8,533
2139,5,231
2139,6,213
2140,5,237
2140,6,216
2141,5,239
2141,6,220
2141,7,220
2141,8,212
2141,9,194
2141,10,175
2141,11,141
2142,5,248
2142,6,236
2143,5,250
2143,6,239
2143,7,1255
2143,8,1281
2143,9,1247
2144,5,251
2144,6,237
2144,7,241
2144,8,223
2144,9,210
2144,10,1460
2145,5,256
2145,6,967
2146,5,264
2146,6,257
2147,5,266
2147,6,258
2147,7,256
2148,5,270
2148,6,261
2149,5,277
2149,6,270
2149,7,267
2150,5,279
2150,6,274
2150,7,386
2150,8,536
2151,5,284
2151,6,289
2151,7,288
2151,8,270
2151,9,250
2152,5,290
2152,6,287
2153,5,296
2153,6,297
2153,7,292
2153,8,274
2154,5,298
2154,6,729
2154,7,726
2154,8,721
2154,9,698
2154,10,697
2154,11,668
2154,12,665
2154,13,643
2154,14,604
2154,15,664
2155,5,307
2155,6,296
2155,7,274
2156,5,312
2156,6,308
2156,7,303
2157,5,318
2157,6,1067
2157,7,695
2157,8,694
2157,9,673
2157,10,677
2157,11,643
2157,12,633
2157,13,615
2157,14,580
2158,5,319
2158,6,294
2159,5,321
2159,6,328
2159,7,1240
2160,5,322
2160,6,330
2161,5,323
2161,6,329
2162,5,330
2162,6,222
2163,5,332
2163,6,337
2163,7,330
2163,8,318
2163,9,292
2164,5,333
2164,6,336
2164,7,327
2165,5,336
2165,6,541
2165,7,537
2165,8,538
2166,5,338
2166,6,341
2166,7,334
2166,8,322
2166,9,298
2166,10,290
2166,11,261
2166,12,229
2166,13,203
2166,14,158
2166,15,145
2166,16,84
2167,5,341
2167,6,342
2168,5,346
2168,6,351
2168,7,339
2168,8,329
2168,9,305
2169,5,361
2169,6,369
2169,7,360
2169,8,350
2170,5,363
2170,6,356
2171,5,366
2171,6,380
2171,7,364
2172,5,375
2172,6,385
2172,7,372
2172,8,362
2173,5,377
2173,6,390
2173,7,373
2174,5,380
2174,6,374
2174,7,341
2174,8,315
2175,5,382
2175,6,393
2175,7,379
2176,5,386
2176,6,398
2176,7,384
2176,8,371
2176,9,340
2176,10,331
2176,11,296
2176,12,270
2177,5,391
2177,6,401
2177,7,385
2177,8,102
2177,9,53
2178,5,394
2178,6,413
2178,7,397
2178,8,387
2179,5,395
2179,6,414
2180,5,402
2180,6,424
2181,5,403
2181,6,425
2182,5,404
2182,6,426
2183,5,405
2183,6,419
2184,5,408
2184,6,423
2184,7,404
2184,8,399
2184,9,363
2184,10,358
2184,11,330
2185,5,409
2185,6,420
2186,5,416
2186,6,89
2187,5,417
2187,6,1361
2188,5,421
2188,6,430
2188,7,411
2188,8,406
2188,9,369
2189,5,423
2189,6,432
2190,5,435
2190,6,434
2190,7,415
2191,5,439
2191,6,437
2191,7,417
2192,5,442
2192,6,412
2192,7,394
2192,8,382
2192,9,352
2192,10,345
2192,11,310
2192,12,282
2192,13,251
2192,14,209
2192,15,198
2192,16,133
2193,5,443
2193,6,451
2193,7,431
2194,5,446
2194,6,453
2194,7,432
2195,5,454
2195,6,460
2196,5,457
2196,6,461
2196,7,445
2196,8,443
2196,9,416
2197,5,459
2197,6,469
2197,7,466
2198,5,462
2198,6,468
2198,7,456
2198,8,450
2198,9,425
2199,5,467
2199,6,472
2200,5,469
2200,6,473
2200,7,461
2201,5,470
2201,6,474
2201,7,463
2202,5,471
2202,6,475
2203,5,473
2203,6,187
2203,7,855
2203,8,860
2203,9,850
2204,5,474
2204,6,479
2205,5,478
2205,6,483
2206,5,489
2206,6,498
2207,5,502
2207,6,506
2207,7,497
2207,8,496
2207,9,476
2207,10,488
2208,5,510
2208,6,259
2209,5,511
2209,6,516
2209,7,516
2209,8,510
2209,9,497
2210,5,518
2210,6,519
2211,5,524
2211,6,527
2211,7,521
2211,8,1021
2211,9,1146
2211,10,1144
2211,11,1123
2211,12,1130
2211,13,1122
2211,14,1128
2211,15,1167
2211,16,1205
2212,5,525
2212,6,528
2212,7,522
2212,8,518
2213,5,529
2213,6,534
2214,5,538
2214,6,538
2215,5,545
2215,6,549
2216,5,549
2216,6,355
2217,5,551
2217,6,561
2218,5,553
2218,6,556
2218,7,553
2218,8,549
2219,5,560
2219,6,570
2220,5,561
2220,6,571
2221,5,564
2221,6,574
2221,7,561
2222,5,571
2222,6,580
2222,7,566
2223,5,572
2223,6,583
2224,5,575
2224,6,554
2225,5,578
2225,6,592
2226,5,580
2226,6,593
2226,7,578
2226,8,577
2226,9,562
2226,10,553
2226,11,530
2226,12,474
2226,13,432
2226,14,409
2226,15,409
2226,16,345
2226,17,295
2227,5,582
2227,6,600
2227,7,588
2228,5,594
2228,6,601
2229,5,602
2229,6,622
2229,7,608
2229,8,614
2230,5,607
2230,6,625
2230,7,613
2231,5,613
2231,6,246
2231,7,244
2231,8,228
2232,5,615
2232,6,632
2233,5,616
2233,6,633
2234,5,620
2234,6,645
2235,5,623
2235,6,646
2236,5,628
2236,6,653
2237,5,629
2237,6,656
2237,7,647
2238,5,637
2238,6,663
2239,5,646
2239,6,96
2239,7,216
2239,8,205
2240,5,647
2240,6,664
2241,5,653
2241,6,675
2241,7,666
2242,5,660
2242,6,680
2243,5,664
2243,6,683
2243,7,680
2243,8,668
2243,9,649
2244,5,671
2244,6,691
2244,7,210
